ఆఫ్రికా	Afrique
వర్గం:1996 మరణాలు	Catégorie:Décès en 1996
వర్గం:1997	Catégorie:1997
వర్గం:1997 మరణాలు	Catégorie:Décès en 1997
వర్గం:1999	Catégorie:1999
వర్గం:2000	Catégorie:2000
వర్గం:2000 మరణాలు	Catégorie:Décès en 2000
వర్గం:2001	Catégorie:2001
వర్గం:2001 మరణాలు	Catégorie:Décès en 2001
వర్గం:2002	Catégorie:2002
వర్గం:2002 మరణాలు	Catégorie:Décès en 2002
వర్గం:2003 మరణాలు	Catégorie:Décès en 2003
వర్గం:2004	Catégorie:2004
వర్గం:2004 మరణాలు	Catégorie:Décès en 2004
వర్గం:2005	Catégorie:2005
వర్గం:2006	Catégorie:2006
వర్గం:2006 మరణాలు	Catégorie:Décès en 2006
వర్గం:2007	Catégorie:2007
వర్గం:2008	Catégorie:2008
వర్గం:2009	Catégorie:2009
వర్గం:2010	Catégorie:2010
వర్గం:2011	Catégorie:2011
వర్గం:ద్వీప దేశాలు	Catégorie:État insulaire
అక్కినేని నాగ చైతన్య	Naga Chaitanya
వర్గం:కరెన్సీ	Catégorie:Monnaie
మూస:Infobox Language/family-color	Projet:Charte graphique/Tableau des langues
వర్గం:నదులు	Catégorie:Rivière
వర్గం:ఇంజనీరింగ్ విద్య	Catégorie:Formation d'ingénieur
వర్గం:1967 తెలుగు సినిమాలు	Catégorie:Film sorti en 1967
మూస:User ru-1	Modèle:Utilisateur ru-1
వర్గం:భారతదేశ నదులు	Catégorie:Cours d'eau d'Inde
మూస:User szl	Modèle:Utilisateur szl
వర్గం:భారతదేశ రవాణా వ్యవస్థ	Catégorie:Transport en Inde
వర్గం:ప్రైవేట్ విశ్వవిద్యాలయాలు	Catégorie:Université privée
మూస:Non-free currency	Modèle:Fair use monnaie
వర్గం:భారతీయులు	Catégorie:Personnalité indienne
వర్గం:గూగుల్ సేవలు	Catégorie:Service Google
వర్గం:బ్రిటీష్ ఆర్థిక వేత్తలు	Catégorie:Économiste britannique
వర్గం:User no-2	Catégorie:Utilisateur no-2
వర్గం:User no	Catégorie:Utilisateur no
వర్గం:భారతీయ రాజులు	Catégorie:Dirigeant du monde indien
వర్గం:భూటాన్	Catégorie:Bhoutan
వర్గం:ఉగ్రవాదం	Catégorie:Terrorisme
వర్గం:నూతన సంవత్సర వేడుకలు	Catégorie:Célébrations du nouvel an
వర్గం:భారతీయ గణిత శాస్త్రవేత్తలు	Catégorie:Mathématicien indien
వర్గం:ఆవిష్కరణలు	Catégorie:Invention
వర్గం:పరుగు	Catégorie:Course à pied
మూస:Tnavbar-header	Modèle:Tnavbar-header
వర్గం:యాంత్రిక అనువాదం	Catégorie:Traduction automatique
వర్గం:1806 స్థాపితాలు	Catégorie:Fondation en 1806
వర్గం:1904 స్థాపితాలు	Catégorie:Fondation en 1904
వర్గం:1908 స్థాపితాలు	Catégorie:Fondation en 1908
వర్గం:1905 స్థాపితాలు	Catégorie:Fondation en 1905
వర్గం:1907 స్థాపితాలు	Catégorie:Fondation en 1907
వర్గం:1906 స్థాపితాలు	Catégorie:Fondation en 1906
వర్గం:1912 స్థాపితాలు	Catégorie:Fondation en 1912
వర్గం:1914 స్థాపితాలు	Catégorie:Fondation en 1914
వర్గం:1918 స్థాపితాలు	Catégorie:Fondation en 1918
వర్గం:1916 స్థాపితాలు	Catégorie:Fondation en 1916
వర్గం:1919 స్థాపితాలు	Catégorie:Fondation en 1919
వర్గం:1917 స్థాపితాలు	Catégorie:Fondation en 1917
వర్గం:1924 స్థాపితాలు	Catégorie:Fondation en 1924
వర్గం:1932 స్థాపితాలు	Catégorie:Fondation en 1932
వర్గం:1925 స్థాపితాలు	Catégorie:Fondation en 1925
వర్గం:1929 స్థాపితాలు	Catégorie:Fondation en 1929
వర్గం:1940 స్థాపితాలు	Catégorie:Fondation en 1940
వర్గం:1941 స్థాపితాలు	Catégorie:Fondation en 1941
వర్గం:1943 స్థాపితాలు	Catégorie:Fondation en 1943
వర్గం:1935 స్థాపితాలు	Catégorie:Fondation en 1935
వర్గం:1942 స్థాపనలు	Catégorie:Fondation en 1942
వర్గం:1938 స్థాపితాలు	Catégorie:Fondation en 1938
వర్గం:1951 స్థాపితాలు	Catégorie:Fondation en 1951
వర్గం:1953 స్థాపితాలు	Catégorie:Fondation en 1953
వర్గం:1954 స్థాపితాలు	Catégorie:Fondation en 1954
వర్గం:1949 స్థాపితాలు	Catégorie:Fondation en 1949
వర్గం:1952 స్థాపితాలు	Catégorie:Fondation en 1952
వర్గం:1948 స్థాపితాలు	Catégorie:Fondation en 1948
వర్గం:1945 స్థాపితాలు	Catégorie:Fondation en 1945
వర్గం:1959 స్థాపితాలు	Catégorie:Fondation en 1959
వర్గం:1962 స్థాపితాలు	Catégorie:Fondation en 1962
వర్గం:1958 స్థాపితాలు	Catégorie:Fondation en 1958
వర్గం:1955 స్థాపనలు	Catégorie:Fondation en 1955
వర్గం:1956 స్థాపితాలు	Catégorie:Fondation en 1956
వర్గం:1964 స్థాపితాలు	Catégorie:Fondation en 1964
వర్గం:1974 స్థాపితాలు	Catégorie:Fondation en 1974
వర్గం:1971 స్థాపితాలు	Catégorie:Fondation en 1971
వర్గం:1970 స్థాపితాలు	Catégorie:Fondation en 1970
వర్గం:1973 స్థాపితాలు	Catégorie:Fondation en 1973
వర్గం:1975 స్థాపనలు	Catégorie:Fondation en 1975
వర్గం:1982 స్థాపితాలు	Catégorie:Fondation en 1982
వర్గం:1984 స్థాపనలు	Catégorie:Fondation en 1984
వర్గం:1979 స్థాపితాలు	Catégorie:Fondation en 1979
వర్గం:1980 స్థాపితాలు	Catégorie:Fondation en 1980
వర్గం:1985 స్థాపితాలు	Catégorie:Fondation en 1985
వర్గం:1989 స్థాపితాలు	Catégorie:Fondation en 1989
వర్గం:1997 స్థాపనలు	Catégorie:Fondation en 1997
వర్గం:2004 స్థాపితాలు	Catégorie:Fondation en 2004
వర్గం:1999 స్థాపితాలు	Catégorie:Fondation en 1999
వర్గం:2000 స్థాపితాలు	Catégorie:Fondation en 2000
వర్గం:1996 స్థాపితాలు	Catégorie:Fondation en 1996
వర్గం:1998 స్థాపితాలు	Catégorie:Fondation en 1998
వర్గం:2008 స్థాపితాలు	Catégorie:Fondation en 2008
వర్గం:వార్తలు	Catégorie:Actualité
వర్గం:వరి	Catégorie:Riz
వర్గం:1945 మరణాలు	Catégorie:Décès en 1945
వర్గం:క్రీ.పూ. 44 మరణాలు	Catégorie:Décès en 44 av. J.-C.
వర్గం:1963 మరణాలు	Catégorie:Décès en 1963
వర్గం:1320లు	Catégorie:Années 1320
వర్గం:1370లు	Catégorie:Années 1370
వర్గం:1833	Catégorie:1833
వర్గం:1390లు	Catégorie:Années 1390
వర్గం:1550లు	Catégorie:Années 1550
వర్గం:1832	Catégorie:1832
వర్గం:1660లు	Catégorie:Années 1660
వర్గం:1930 మరణాలు	Catégorie:Décès en 1930
వర్గం:1740లు	Catégorie:Années 1740
వర్గం:1840లు	Catégorie:Années 1840
వర్గం:1822	Catégorie:1822
వర్గం:14 వ శతాబ్దం	Catégorie:XIVe siècle
వర్గం:13 వ శతాబ్దం	Catégorie:XIIIe siècle
వర్గం:16 వ శతాబ్దం	Catégorie:XVIe siècle
వర్గం:12 వ శతాబ్దం	Catégorie:XIIe siècle
వర్గం:ప్లంబజినేసి	Catégorie:Plumbaginaceae
వర్గం:18 వ శతాబ్దం	Catégorie:XVIIIe siècle
వర్గం:6 వ శతాబ్దం	Catégorie:VIe siècle
వర్గం:8 వ శతాబ్దం	Catégorie:VIIIe siècle
వర్గం:భద్రత	Catégorie:Sûreté
వర్గం:మరణం	Catégorie:Mort
వర్గం:వైద్యశాస్త్రంలో నోబెల్ బహుమతి గ్రహీతలు	Catégorie:Lauréat du prix Nobel de physiologie ou médecine
వర్గం:ఒలింపిక క్రీడలు	Catégorie:Sport olympique
వర్గం:మోటారు సైకిళ్లు	Catégorie:Motocyclette
వర్గం:భారత అథ్లెటిక్ క్రీడాకారులు	Catégorie:Athlète indien
వర్గం:1829	Catégorie:1829
వర్గం:1988 మరణాలు	Catégorie:Décès en 1988
వర్గం:భారత రాజకీయ నాయకులు	Catégorie:Personnalité politique indienne
మూస:Gallery	Modèle:Gallery
వర్గం:సైపరేసి	Catégorie:Cyperaceae
వర్గం:జలసంధులు	Catégorie:Détroit
వర్గం:1823 మరణాలు	Catégorie:Décès en 1823
వర్గం:గ్రహశకలాలు	Catégorie:Astéroïde
వర్గం:త్రికోణమితి	Catégorie:Trigonométrie
వర్గం:1708	Catégorie:1708
వర్గం:1736	Catégorie:1736
వర్గం:1789	Catégorie:1789
వర్గం:1796	Catégorie:1796
వర్గం:విమానాశ్రయాలు	Catégorie:Aéroport
వర్గం:1821	Catégorie:1821
వర్గం:1825	Catégorie:1825
వర్గం:1828	Catégorie:1828
వర్గం:1837	Catégorie:1837
వర్గం:1838 జననాలు	Catégorie:Naissance en 1838
వర్గం:1841	Catégorie:1841
వర్గం:1850	Catégorie:1850
వర్గం:1867	Catégorie:1867
వర్గం:1873	Catégorie:1873
వర్గం:1878	Catégorie:1878
వర్గం:1896	Catégorie:1896
వర్గం:1924 మరణాలు	Catégorie:Décès en 1924
వర్గం:1960 మరణాలు	Catégorie:Décès en 1960
వర్గం:1963	Catégorie:1963
వర్గం:1981 మరణాలు	Catégorie:Décès en 1981
వర్గం:1999 మరణాలు	Catégorie:Décès en 1999
వర్గం:2012	Catégorie:2012
వర్గం:మూలకాలు	Catégorie:Élément chimique
వర్గం:క్రీ.పూ. 100 జననాలు	Catégorie:Naissance en 100 av. J.-C.
వర్గం:భారతీయ గాయకులు	Catégorie:Chanteur indien
వర్గం:భారత చదరంగ క్రీడాకారులు	Catégorie:Joueur d'échecs indien
వర్గం:చదరంగం క్రీడాకారులు	Catégorie:Joueur d'échecs
వర్గం:భారత దేశ ఆర్థికవేత్తలు	Catégorie:Économiste indien
వర్గం:నోబెల్ బహుమతి	Catégorie:Prix Nobel
వర్గం:15 వ శతాబ్దం	Catégorie:XVe siècle
వర్గం:గ్రాఫిక్స్ ఫైల్ ఫార్మాట్స్	Catégorie:Format de fichier graphique
వర్గం:1727	Catégorie:1727
వర్గం:1744	Catégorie:1744
వర్గం:1808	Catégorie:1808
వర్గం:1824	Catégorie:1824
వర్గం:1826	Catégorie:1826
వర్గం:1831	Catégorie:1831
వర్గం:1835 మరణాలు	Catégorie:Décès en 1835
వర్గం:1929 మరణాలు	Catégorie:Décès en 1929
వర్గం:1933 మరణాలు	Catégorie:Décès en 1933
వర్గం:1961 మరణాలు	Catégorie:Décès en 1961
వర్గం:1968	Catégorie:1968
వర్గం:హిందువుల పండుగలు	Catégorie:Fête hindoue
వర్గం:జర్నలిజం	Catégorie:Journalisme
వర్గం:1817	Catégorie:1817
వర్గం:1898	Catégorie:1898
వర్గం:1998	Catégorie:1998
వర్గం:క్రీ.పూ. 71 మరణాలు	Catégorie:Décès en 71 av. J.-C.
వర్గం:క్రీ.పూ. 370 మరణాలు	Catégorie:Décès en 370 av. J.-C.
వర్గం:నేపాల్	Catégorie:Népal
వర్గం:రూబియేసి	Catégorie:Rubiaceae
వర్గం:శ్రీలంక	Catégorie:Sri Lanka
వర్గం:తజికిస్తాన్	Catégorie:Tadjikistan
వర్గం:1795 మరణాలు	Catégorie:Décès en 1795
వర్గం:1855	Catégorie:1855
వర్గం:2003	Catégorie:2003
వర్గం:క్రీ.పూ. 460 జననాలు	Catégorie:Naissance en 460 av. J.-C.
వర్గం:9 వ శతాబ్దం	Catégorie:IXe siècle
వర్గం:మొఘల్ సామ్రాజ్యం	Catégorie:Inde moghole
వర్గం:సోవియట్ యూనియన్	Catégorie:URSS
వర్గం:Deletion templates	Catégorie:Modèle suppression
వర్గం:1971	Catégorie:1971
పీకే	PK (film)
వర్గం:జననాలు	Catégorie:Chronologie des naissances
వర్గం:అమెరికా సంయుక్త రాష్ట్రాల అధ్యక్షులు	Catégorie:Président des États-Unis
వర్గం:ఐరోపా చరిత్ర	Catégorie:Histoire de l'Europe
వర్గం:ఉత్తర అమెరికా దేశాలు	Catégorie:Pays d'Amérique du Nord
వర్గం:చేపలు	Catégorie:Poisson
వర్గం:పండ్లు	Catégorie:Fruit alimentaire
వర్గం:రాజకీయ పార్టీలు	Catégorie:Parti politique
వర్గం:వృక్ష జాతులు	Catégorie:Flore
