Afríka	Afrique
All the Lost Souls	All the Lost Souls
Sambandsríki Ródesíu og Nýasalands	Fédération de Rhodésie et du Nyassaland
Íbyggni	Intentionnalité
Raddað tannbergsmælt önghljóð	Consonne fricative dentale voisée
Landssímadeild karla í knattspyrnu 1998	Championnat d'Islande de football 1998
Rökfræðileg ritgerð um heimspeki	Tractatus logico-philosophicus
Jákvæð játunarregla	Modus ponens
Perlusteinn	Perlite (roche)
Siðfræði Evdemosar	Éthique à Eudème
Orrustan við Hemmingstedt	Bataille de Hemmingstedt
Atvinna	Emploi
Lindesberg	Lindesberg
Pro Milone	Pour Milon
Krani	Robinet (plomberie)
Metorð	Rang (mathématiques)
Alma	Alma (prénom)
Smallville (3. þáttaröð)	Saison 3 de Smallville
Faial	Faial (île)
Fjórsund	Medley (natation)
Leap Year	Donne-moi ta main
Forngrískar bókmenntir	Littérature grecque antique
Skrúðganga	Défilé
Silfurfiskar	Stomiiformes
Háplan	Hyperplan
Loftsteinatungl	Lune astéroïdale
Westend Tower	Westendtower
Þekjuvængir	Élytre
Charles Fleischer	Charles Fleischer
Oxford Classical Texts	Oxford Classical Texts
Grindadráp	Grindadráp
Úrvalsdeild karla í körfuknattleik	Championnat d'Islande de basket-ball
Samveldisleikarnir 2006	Jeux du Commonwealth de 2006
Codex Basilensis	Codex Basilensis
Pípusveppir	Boletales
Traiskirchen	Traiskirchen
Listi yfir Numb3rs-þætti (5. þáttaröð)	Saison 5 de Numbers
Mouvement panique	Panique (mouvement)
Litháen í Söngvakeppni evrópskra sjónvarpsstöðva	Lituanie au Concours Eurovision de la chanson
Broddgeislungar	Acanthopterygii
Tierp	Tierp
Skólaskip	Navire-école
Gammósíur	Legging
Fábio Gomes da Silva	Fábio da Silva
Beóþúkkar	Béothuks
Optimist	Optimist
Atómstöðin (skáldsaga)	Station atomique
Ivan Zaytsev	Ivan Zaytsev (volley-ball)
Frumspekin	Métaphysique (Aristote)
Avebury	Avebury
Securitas (fyrirtæki)	Securitas AB
Tuttugasta og sjötta konungsættin	XXVIe dynastie égyptienne
Pólstjarna	Étoile polaire
Arion banki	Arion banki
Berggangar	Dyke
Hadsund	Hadsund
Títóismi	Titisme
Narsarmijit	Narsarmijit
Órestes (Evripídes)	Oreste (Euripide)
Marígull	Echinus esculentus
Hjáreksbelti	Faille transformante
Karíbahafseyjar	Caraïbes
Alþingiskosningar 1999	Élections législatives islandaises de 1999
Vefsöfnun	Web scraping
Fljótsdalshérað	Fljótsdalshérað
Biskupsdæmi	Diocèse
Írsk enska	Anglais irlandais
Wii Music	Wii Music
Finnska vísindaakademían	Académie finlandaise des sciences
Hvalba	Hvalba
Aristokles frá Messenu	Aristoclès
Maríukirkjan í Rostock	Église Sainte-Marie de Rostock
Dómkirkjan í Dresden	Cathédrale de la Sainte-Trinité de Dresde
Fendt	Fendt
Dómkirkjan í Mainz	Cathédrale Saint-Martin de Mayence
Die Reklamation	Die Reklamation
Mattíasarklaustrið í Trier	Abbaye Saint-Matthias de Trèves
Phillip P. Keene	Phillip P. Keene
Dedza (hérað)	District de Dedza
Verk og dagar	Les Travaux et les Jours
Mercedes-Benz GLK	Mercedes-Benz GLK
Raunsæi	Réalisme (littérature)
Rhesos (Evripídes)	Rhésos (Euripide)
Kinna	Kinna
Jórdan (aðgreining)	Jordan
Fálmaranauðgun	Tentacule érotique
Steingrímsfjörður	Steingrímsfjörður
Davis	Davis (Californie)
Þjóðvegur F88	Route F88
Nada Surf	Nada Surf
Eggjahræra	Œufs brouillés
Drottning Ástralíu	Monarchie australienne
Frumgermanska	Proto-germanique
Arboga	Arboga
Listi yfir hæstu fjöll heims	Liste des plus hauts sommets
Martin West	Martin Litchfield West
Stjórnvitringurinn (Platon)	Le Politique
Rangárþing eystra	Rangárþing eystra
Eyja hinna dauðu (málverk)	L'Île des morts (Böcklin)
Ferillengd	Longueur d'un arc
Undirstöðusetning reikningslistarinnar	Théorème fondamental de l'arithmétique
Sandur (landslagsþáttur)	Sandur
Ríkisháskólinn í Arizona	Université d'État de l'Arizona
Trilljarður	Trilliard
Netþjónabú	Centre de données
Deili- og drottnunarreiknirit	Diviser pour régner (informatique)
Arjeplog	Arjeplog
Skreppur seiðkarl	Temporel (série télévisée)
Nói albinói	Nói l'albinos
Landafræði Færeyja	Géographie des îles Féroé
Colin Archer	Colin Archer
Fjallabrun	Descente (cyclisme)
Andaglas	Ouija
Meyjar í nauðum (Evripídes)	Les Suppliantes (Euripide)
Sunnudagsbókstafur	Lettre dominicale
Lághitalíffræði	Cryobiologie
Listi yfir þætti Supernatural: Þriðja þáttaröð: 2007-2008	Saison 3 de Supernatural
Przasnysz	Przasnysz
Sakar	Sakas
Heimsleikarnir	Jeux mondiaux
Hanastélsáhrif	Effet cocktail party
Kynferðislegt ofbeldi	Agression sexuelle en droit pénal français
Ferðamannapálmi	Arbre du voyageur
PIN-númer	Numéro d'identification personnel
Piparlingur	Chalciporus piperatus
Fjallavíðir	Saule arctique
Norðurskautsráðið	Conseil de l'Arctique
Búnaðarbálkur	Géorgiques
Almannavalsfræði	Théorie des choix publics
Þúsundblaðarós	Athyrium des Alpes
Þjóðvarnarflokkur Íslands	Parti pour la préservation nationale
Grikklandssaga	Helléniques
Laelius um vináttuna	Laelius de amicitia
What Happens in Vegas	Jackpot
Hinrik 7. Englandskonungur	Henri VII (roi d'Angleterre)
Blekinge	Blekinge
Arlington Road	Arlington Road
Microsoft Dynamics AX	Microsoft Dynamics AX
Arlon	Arlon
Stratford (London)	Stratford (Londres)
Machu Picchu	Machu Picchu
The Unit	The Unit : Commando d'élite
Frans frá Assisí	François d'Assise
Gaupa	Lynx
Hoyvík	Hoyvík
Coda	Coda (album)
Pirc-vörn	Défense Pirc
Nordisk familjebok	Nordisk familjebok
Gagnstrokka hreyfill	Moteur à plat
Karlar sem hata konur	Les Hommes qui n'aimaient pas les femmes
Fis	Ultra-léger motorisé
Steypiflugvél	Bombardier en piqué
Landafræði Íslands	Géographie de l'Islande
Borgaralaun	Revenu de base
1. deild karla í knattspyrnu 1955	Championnat d'Islande de football 1955
Nieuwe Kerk (Delft)	Nouvelle église de Delft
Porto Covo	Porto Covo
Skjálfandi	Skjálfandi
Upplýsingalæsi	Littératie
Knight and Day	Night and Day (film, 2010)
Símareiki	Roaming
Svíastríðin	Guerres dano-suédoises
Aristarkos frá Tegeu	Aristarque de Tégée
Sænska Pommern	Poméranie suédoise
Hreinsun	Raffinage
Transport for London	Transport for London
Edo-fylki	État d'Edo
Extreme	Extreme
Burn Notice	Burn Notice
Breiðafjörður	Breiðafjörður
PRI flokkurinn	Parti révolutionnaire institutionnel
Kindertransport	Kindertransport
Turf Moor	Turf Moor
Kútter	Cotre
Aron Pálmarsson	Aron Pálmarsson
Paul Scott	Paul Scott
Skógarkerfill	Cerfeuil sauvage
Skýstrókur (kvikmynd)	Twister
Nazareth (hljómsveit)	Nazareth (groupe)
Hlésey	Læsø
Eldra hof Aþenu	Ancien temple d'Athéna
Gæsahúð	Chair de poule
Virginía	Virginia
Pingu	Le Pingu Show
Vík í Mýrdal	Vík í Mýrdal
Bacardi	Bacardí
God Save the Queen (Sex Pistols)	God Save the Queen (chanson)
Fuglaskoðun	Observation ornithologique
REXX	Restructured Extended Executor
Ævintýri Indiana Jones	Les Aventures du jeune Indiana Jones
Stig Strand	Stig Strand
Lagafrumvarp	Proposition de loi
Ferdinand	Ferdinand
Lönd bæheimsku krúnunnar	Pays de la Couronne de Bohême
Dobra	Dobra (powiat de Bolesławiec)
Nkhotakota (hérað)	District de Nkhotakota
Ítölsk málfræði	Grammaire italienne
Bokkbjór	Bock
Ofurmáni	Super Lune
Gagnagrunnsréttur	Protection juridique des bases de données
Dýrlingadagur	Calendrier des saints
Mont Pèlerin Society	Société du Mont-Pèlerin
Almannaréttur	Droit d'accès à la nature
Digimon Adventure	Digimon Adventure
Ojradar	Oïrats
Nowy Dwór Mazowiecki	Nowy Dwór Mazowiecki
Rønne	Rønne
Borgalandfræði	Géographie urbaine
Litadýpt	Profondeur des couleurs
Svarta sveitin	Black Bloc
Gíbraltarhöfði	Rocher de Gibraltar
Mókempa	Agaric des jachères
Æðarfuglar	Somateria
Hringitónn	Sonnerie téléphonique
Söðulpunktur	Point col
Persóna (málfræði)	Personne (grammaire)
Arnarfjörður	Arnarfjörður
Brandy Norwood	Brandy Norwood
Arnarvatnsheiði	Arnarvatnsheiði
Wallace & Gromit	Wallace et Gromit
Vangakirtill	Glande parotide
Kirkcaldy	Kirkcaldy
Þingmaríumessa	Visitation de la Vierge Marie
Storkbit	Nævus mélanocytaire
Kollönd	Fuligule à tête rouge
Tungudalskirtill	Glande sublinguale
Brjósttittlingur	Bruant de Lincoln
A Clockwork Orange (bók)	L'Orange mécanique
Hjámargfeldi	Somme (catégorie)
Kárahnjúkavirkjun	Centrale hydroélectrique de Kárahnjúka
Rétt röksemdafærsla	Correction (logique)
Nesjavallavirkjun	Centrale géothermique de Nesjavellir
Flotholt	Ponton
Greenwich (borgarhluti)	Borough royal de Greenwich
Sorpkvörn	Broyeur d'évier
Arngrímur Jónsson lærði	Arngrímur Jónsson
Reglugerð	Procédure législative déléguée
Sveppahattur	Chapeau (champignon)
Stafur (sveppur)	Stipe (champignon)
Umferðarkeila	Cône de signalisation
Péturskirkjan í Bremen	Cathédrale Saint-Pierre de Brême
Brandenborgarhliðið í Potsdam	Porte de Brandebourg (Potsdam)
Verðbólga í Weimar-lýðveldinu	Hyperinflation de la République de Weimar
Orrustan við Fehrbellin	Bataille de Fehrbellin
Maríukirkjan í Lübeck	Église Sainte-Marie (Lübeck)
Oberbaumbrücke	Oberbaumbrücke
Aðdráttarvara	Produit d'appel
Orrustan við Dybbøl	Bataille de Dybbøl (1864)
Yrkisréttur	Certificat d'obtention végétale
Ráðhúsið í Ágsborg	Hôtel de ville d'Augsbourg
Polarkreis 18	Polarkreis 18
The Dodos	The Dodos
Sermersooq	Sermersooq
Forseti Tansaníu	Liste des présidents de la Tanzanie
Sandsílaætt	Ammodytidae
Hvalafræði	Cétologie
Elísabetarkirkjan í Marburg	Église Sainte-Élisabeth (Marbourg)
Óeirðirnar í Los Angeles	Émeutes de 1992 à Los Angeles
Felmtursröskun	Attaque de panique
Pox	Pog
Undirskriftalisti	Droit de pétition
AirPort	AirPort
Arnór Atlason	Arnór Atlason
Sveitarstjórn	Conseil municipal
Glock	Glock
Spænski fjársjóðsflotinn	Flotte des Indes
Þéttbýli	Région urbaine
Ljóshöfðaönd	Canard d'Amérique
Gaggenau (fyrirtæki)	Gaggenau (marque)
Arsiafjall	Arsia Mons
Walther	Carl Walther
Þrælkun	Esclavage contemporain
Eyrarsundstollurinn	Droits du Sund
Padborg	Padborg
Lighthouse Family	Lighthouse Family
Syrpa	Mickey Parade (international)
Mercedes-Benz-safnið	Musée Mercedes-Benz de Stuttgart
Fleischmann (leikföng)	Fleischmann
Garnaveiki	Paratuberculose
Kastalinn í Nürnberg	Château de Nuremberg
Verkshæð	Seuil d'originalité
Grünes Gewölbe	Grünes Gewölbe
Sinalco	Sinalco
Pascal Hens	Pascal Hens
Hans Lindberg	Hans Lindberg
Péturskirkjan í München	Église Saint-Pierre de Munich
Kransæðastífla	Thrombose coronaire
Ronald Syme	Ronald Syme
Kléberg	Stéatite
Tower 185	Tower 185
Johan Nicolai Madvig	Johan Nicolai Madvig
Arthur Laffer	Arthur Laffer
Miðgildisbanaskammtur	Dose létale médiane
Ferkílómetri	Kilomètre carré
Listi yfir lönd eftir mannfjölda	Liste des pays par population
Líffærakerfi	Organe
Articolo 31	Articolo 31
Garret Dillahunt	Garret Dillahunt
Ralph Waite	Ralph Waite
Tim Matheson	Tim Matheson
Wilfrid Sellars	Wilfrid Sellars
Cornel West	Cornel West
Fimmtíu	50 (nombre)
Albus Dumbledore	Albus Dumbledore
Sogæðakerfið	Système lymphatique
Max Abramovitz	Max Abramovitz
Björn Lind	Björn Lind
Brynjólfur Sveinsson	Brynjólfur Sveinsson
Kurt Fuller	Kurt Fuller
Henri Vernes	Henri Vernes
Martinus Thomsen	Martinus Thomsen
René Follet	René Follet
Michael Nouri	Michael Nouri
Daniel Clowes	Daniel Clowes
Paul Churchland	Paul Churchland
Benedikt Gröndal (f. 1924)	Benedikt Gröndal
Robert David Hall	Robert David Hall
Richard Swinburne	Richard Swinburne
Vilhjálmur Stefánsson	Vilhjalmur Stefansson
Mjaðmagrind	Bassin (anatomie)
Jean-Claude Fournier	Jean-Claude Fournier
Saga Kóreu	Histoire de la Corée
Grein (flokkunarfræði)	Clade
Vestur-Þýskaland	Allemagne de l'Ouest
Selma	Selma (prénom)
Björn Skifs	Björn Skifs
Forsaga Egyptalands	Période prédynastique égyptienne
Basil Bernstein	Basil Bernstein
Plagíóklas	Plagioclase
The Edge	The Edge
Nguyen Van Hung	Peter Nguyễn Văn Hùng
Þorvaldur Ásvaldsson	Thorvald Ásvaldsson
550-541 f.Kr.	Années 540 av. J.-C.
Hadsjar	Pierre noire (islam)
Samlagningarandhverfa	Opposé (mathématiques)
Vorrúlla	Rouleau de printemps
Steinríkur alvaski	Obélix
Heiða í Ölpunum	Heidi (série télévisée d'animation)
Urusei Yatsura	Urusei Yatsura
Digimon-þáttaraðir	Digimon Adventure 02
Andrésína Önd	Daisy Duck
Succubus	Succube
Bernard Dowiyogo	Bernard Dowiyogo
Íslenska Wikipedia	Wikipédia en islandais
Listi yfir risaeðlur	Liste de dinosaures non-aviens
Jákvæð sálfræði	Psychologie positive
Crash Bandicoot	Crash Bandicoot
FarmVille	FarmVille
Mjaltaskeið	Lactation
Michael Kelly	Michael Kelly (acteur)
Ellefta konungsættin	XIe dynastie égyptienne
Tólfta konungsættin	XIIe dynastie égyptienne
Lauge Koch	Lauge Koch
World of Warcraft: The Burning Crusade	World of Warcraft: The Burning Crusade
Hal Foster	Harold Foster
Ölger	Saccharomyces cerevisiae
Spútnik 3	Spoutnik 3
Stjórnarskrá Ítalíu	Constitution de l'Italie
Heilaskemmd	Lésion cérébrale
Kjarnafjölskylda	Famille nucléaire
St. Pancras-lestarstöðin	Gare de Saint-Pancras
Rolla	Volumen
Árkvísl	Diffluence (hydrologie)
Bréf um siðfræði til Luciliusar	Lettres à Lucilius
Rob-Vel	Rob-Vel
Rauði kóngakrabbi	Crabe royal du Kamtchatka
Nefskattur	Impôt par tête
Ástralska karlalandsliðið í handknattleik	Équipe d'Australie de handball masculin
Ritsími	Télégraphe
Stórfjölskylda	Famille élargie
Listi yfir Numb3rs-þætti (2. þáttaröð)	Saison 2 de Numbers
Sjöunda konungsættin	VIIe dynastie égyptienne
Þrettánda konungsættin	XIIIe dynastie égyptienne
Spænska karlalandsliðið í handknattleik	Équipe d'Espagne de handball masculin
Pruszków	Pruszków
Ozzfest	Ozzfest
Styrkt vín	Vin liquoreux
Robby Naish	Robby Naish
Simpsonsreglan	Méthode de Simpson
Epískt leikhús	Théâtre épique
NCIS (1. þáttaröð)	Saison 1 de NCIS : Enquêtes spéciales
Teikningastækkari	Pantographe (dessin)
Ísmáfur	Mouette blanche
Víga-Glúms saga	Saga de Víga-Glúms
Ascot (Berkshire)	Ascot (Berkshire)
Vatnsdæla saga	Saga de Vatnsdœla
Fóstbræðra saga	Saga des frères jurés
Gagnvirk tafla	Tableau blanc interactif
Lindableikja	Omble de fontaine
Svarfdæla saga	Svarfdœla saga
Jalangurssteinninn	Pierres de Jelling
Storm Thorgerson	Storm Thorgerson
Orfeus (ópera)	L'Orfeo
2. deild karla í knattspyrnu 1978	Championnat d'Islande de football D2 1978
2. deild karla í knattspyrnu 1979	Championnat d'Islande de football D2 1979
2. deild karla í knattspyrnu 1977	Championnat d'Islande de football D2 1977
2. deild karla í knattspyrnu 1980	Championnat d'Islande de football D2 1980
Jens Lekman	Jens Lekman
Chuck Russell	Chuck Russell
Michael Martin	Michael L. Martin
Stanley Cavell	Stanley Cavell
Dylan Bruno	Dylan Bruno
Alimi Ballard	Alimi Ballard
Jack Herer	Jack Herer
Loreto Vittori	Loreto Vittori
Torben Grael	Torben Grael
Kristian Kjelling	Kristian Kjelling
Skúli jarl Bárðarson	Skúli Bárdarson
Erlingur skakki	Erling Skakke
Jakob Eþíópíukeisari	Yaqob d'Éthiopie
Þrasýllos	Thrasylle de Mendès
Brynjulf Bergslien	Brynjulf Bergslien
Gunnlaugur ormstunga	Gunnlaugr Ormstunga
Bjarni Tryggvason	Bjarni Tryggvason
Marko Vujin	Marko Vujin
Stephen Neale	Stephen Neale
Marc Vann	Marc Vann
Robert Joy	Robert Joy
Bruno Peyron	Bruno Peyron
Gervihnattarmynd	Imagerie satellite
Atacama Large Millimeter Array	Atacama Large Millimeter Array
Marínering	Marinade
Peter Geach	Peter Geach
Kumla	Kumla
Staðlað vigurrúm	Espace vectoriel normé
Takmarkað mengi	Partie bornée
Lestölva	Liseuse
Lodda	Bateleur des savanes
Skagamálarar	Peintres de Skagen
Dust Bowl	Dust Bowl
Plútó	Pluto
Kylie Minogue (breiðskífa)	Kylie Minogue (album)
Synir Hórusar	Fils d'Horus
Vestfirðir	Vestfirðir
Kabasít	Chabazite
Ayreon	Ayreon
Rigveda	Rig-Véda
Listi yfir stærstu borgir Evrópusambandsins eftir fólksfjölda innan borgarmarka	Liste des villes de l'Union européenne par population
Putonghua	Mandarin standard
Kommúnistaflokkur Tékkóslóvakíu	Parti communiste tchécoslovaque
Golden Earring	Golden Earring
Geilo	Geilo
Hawaii Five-0	Hawaii 5-0 (série télévisée, 2010)
Níunda konungsættin	IXe dynastie égyptienne
Algyðistrú	Panthéisme
Ítalska A-deildin 2006-07	Championnat d'Italie de football 2006-2007
Hollensk vörn	Défense hollandaise
Fimmtánda konungsættin	XVe dynastie égyptienne
The Asphalt Jungle	Quand la ville dort (film)
Danska karlalandsliðið í handknattleik	Équipe du Danemark de handball masculin
Snobb	Snob
Sjókort	Carte marine
Slöttblekill	Coprin noir d'encre
Stuttnefja	Guillemot de Brünnich
Ungmennafélag Njarðvíkur	UMF Njarðvík
Heiltölutag	Entier (informatique)
Ráðstefna Sameinuðu þjóðanna um sjálfbæra þróun	Conférence des Nations unies sur le développement durable
Stafnlíkan	Figure de proue
Ítalía í Söngvakeppni evrópskra sjónvarpsstöðva	Italie au Concours Eurovision de la chanson
Ferdinand Brunetière	Ferdinand Brunetière
Efsta deild karla í knattspyrnu 1933	Championnat d'Islande de football 1933
Pleasantville (kvikmynd)	Pleasantville
Fjallabyggð	Fjallabyggð
Toei Animation	Toei Animation
Sporkringla	Plaque tournante
Megindlegar rannsóknir	Méthodes quantitatives
Southwark (borgarhluti)	Borough londonien de Southwark
Ask	Ask (Hordaland)
Contagion	Contagion (film)
Legionowo	Legionowo
Sea Shepherd Conservation Society	Sea Shepherd Conservation Society
Orðræða um aðferð	Discours de la méthode
Askersund	Askersund
Asking Alexandria	Asking Alexandria
Sikileyjarvörn, Scheveningen afbrigði	Variante de Scheveningue
Fuglafjörður	Fuglafjørður
Staupasteinn (sjónvarpsþáttur)	Cheers (série télévisée)
Magnúsarkirkja (Orkneyjum)	Cathédrale Saint-Magnus
Göksu	Göksu Nehri
Erik Weihenmayer	Erik Weihenmayer
Pýramídatala	Nombre pyramidal
Post hoc-rökvilla	Post hoc ergo propter hoc
Linkol	Houille
Hverfisveppur	Pholiote changeante
Einkunn	Expansion du nom
Greifadæmið Maine	Maine (province)
Efteling	Efteling
Völsunga saga	Völsunga saga
Elektra (Sófókles)	Électre (Sophocle)
Bertálkni	Nudibranchia
Munkur	Moine
Heimsmeistaramót karla í handknattleik 2003	Championnat du monde de handball masculin 2003
Mýrkjartan (konungur Íra)	Muirchertach mac Neill
Dögurður	Brunch
Titus Oates	Titus Oates
Serksætt	Amanitaceae
Davíð (Donatello)	David (Donatello)
Skammtaljósfræði	Optique quantique
The Legend of Zelda: Twilight Princess	The Legend of Zelda: Twilight Princess
Atar	Atar (Mauritanie)
Pavonisfjall	Pavonis Mons
Hybris	Hybris
Falstur	Falster
Beltaþyrill	Martin-pêcheur d'Amérique
Pottaleppar	Manique (cuisine)
Planes, Trains and Automobiles	Un ticket pour deux
Hrafna-Flóki Vilgerðarson	Flóki Vilgerðarson
Viggó viðutan	Gaston (bande dessinée)
Heðin Brú	Heðin Brú
Loðvík 13.	Louis XIII
Brönugras	Dactylorhiza maculata
Tuttugasta og önnur konungsættin	XXIIe dynastie égyptienne
Evrópumeistaramót UEFA 21 árs og yngri 2011	Championnat d'Europe de football espoirs 2011
Tuttugasta og fimmta konungsættin	XXVe dynastie égyptienne
Langjökull	Langjökull
Evrópumeistaramót landsliða í knattspyrnu kvenna 2009	Championnat d'Europe de football féminin 2009
Ignoratio elenchi	Ignoratio elenchi
Sextánda konungsættin	XVIe dynastie égyptienne
Banach–Tarski þversögnin	Paradoxe de Banach-Tarski
Evrabía	Eurabia
Serra da Estrela	Serra da Estrela
Líbýuhaf	Mer de Libye
Græna vespan (kvikmynd)	The Green Hornet (film, 2011)
Susenyos	Susneyos d'Éthiopie
Nynäshamn	Nynäshamn
ASSA ABLOY	Assa Abloy
Miðborg	Quartier d'affaires
Heimasími	Téléphonie fixe
Listi yfir þorp í Færeyjum	Liste des villes des îles Féroé
Mainland	Mainland (Shetland)
Slættaratindur	Slættaratindur
Titanic (aðgreining)	Titanic (homonymie)
Assassins	Assassins (film)
Goðn	Gudenå
Ríkisháskólinn í Pennsylvaníu	Université d'État de Pennsylvanie
Breska konungsveldið	Monarchie britannique
Nýuggar	Neopterygii
Glock 18	Glock 18
Barnahjálp Sameinuðu þjóðanna	Fonds des Nations unies pour l'enfance
Sogsstöðvar	Centrales hydroélectriques de Sog
Alan Keyes	Alan Keyes
Vilhjálmur Einarsson	Vilhjálmur Einarsson
Glock 19	Glock 19
Harry Frankfurt	Harry Frankfurt
